tumor	gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	pglobal_cv	qglobal_cv
BRCA	TP53	0	51	10	6	5	213.984749564528	599.865915820818	599.865915820818	229.711753676191	0	0	0	1.71067336507442e-08	0	0	0	0	0
BRCA	PIK3CA	1	97	0	0	4	118.628073522791	0	0	67.7316602046169	0	0.628589204261742	0	2.37677664600743e-05	0	0.944948821826408	0	0	0
BRCA	CDH1	1	4	10	4	28	5.67797105503457	218.073946763887	218.073946763887	560.65930676012	0.022486842721946	0	0	6.64642039984618e-33	0.764762825042316	0	0	0	0
BRCA	GATA3	1	5	3	1	14	14.6077453646579	170.587850341796	170.587850341796	569.478666641739	0.00026400711192065	4.85144442397001e-08	4.21176882259289e-09	3.8985931044084e-21	0.516450712339175	0.000237259889554253	2.05976554268905e-05	0	0
BRCA	MAP3K1	1	8	7	0	18	6.79679041287213	53.7358325011158	53.7358325011158	215.349075620826	0.00159954260851913	7.27996274374476e-09	1.15657622368204e-08	6.03770209740773e-18	0.764762825042316	4.74702103977117e-05	4.5249888175336e-05	0	0
BRCA	PTEN	0	5	0	0	6	20.7557942597661	0	0	268.830983015107	9.59040683937706e-05	0.811750506864962	0.00045937285708253	6.3383241185112e-10	0.330811811887094	0.944948821826408	0.561640739390528	8.69559979577161e-12	2.83505538674807e-08
BRCA	RUNX1	0	3	1	1	6	10.3016166679813	74.4798214127147	74.4798214127147	225.795669725786	0.010621928560518	0.000519462809647098	0.000255995262269382	1.73841024443977e-09	0.764762825042316	0.720187081941575	0.421997483294944	1.31018529359039e-11	3.66140638760218e-08
BRCA	TBX3	0	3	0	0	7	7.00199146980552	0	0	170.307800171757	0.0294755559138687	0.819579298195681	0.0890308380958866	1.24307321738734e-09	0.764762825042316	0.944948821826408	0.961595521086236	2.64776334191197e-09	6.47444331181024e-06
BRCA	KMT2C	0	9	3	1	11	3.99136198383699	14.2000224885576	14.2000224885576	40.536267932924	0.0321301398994369	0.00141712196521671	0.00356115651491573	6.83910080292567e-07	0.764762825042316	0.944948821826408	0.961595521086236	5.07392635684667e-08	0.000110284608214038
BRCA	MAP2K4	0	4	2	2	0	17.3234372550467	130.350110922957	130.350110922957	0	0.00068338247170463	2.39184078543175e-07	4.79894874949593e-08	1	0.764762825042316	0.000935783788892319	0.000135211888811636	8.56721953046424e-07	0.00153537660706764
BRCA	AKT1	0	10	0	0	0	34.7372144160164	0	0	0	7.46834771803151e-09	0.803196471170668	4.83837655496089e-08	1	4.86986060200441e-05	0.944948821826408	0.000135211888811636	8.63364823522339e-07	0.00153537660706764
BRCA	PIK3R1	1	1	1	0	5	1.696281410773	13.5837550884874	13.5837550884874	124.836456480578	0.658007293303748	0.0762658780981705	0.200830201732844	3.16046767287813e-07	0.764762825042316	0.944948821826408	0.961595521086236	1.11536794344946e-06	0.00181823564247987
BRCA	CBFB	1	4	0	0	2	21.8154212875873	0	0	192.566874358339	0.000183899823734901	0.835870263416299	0.000877725334532564	0.000137664860999375	0.449681043987767	0.944948821826408	0.894225060027193	2.04554756100261e-06	0.00307807702987178
BRCA	NF1	0	3	4	0	5	2.25291294624863	24.0944902611271	24.0944902611271	31.8684616015561	0.34388331465105	0.000196940277255142	0.000971348515243053	0.000134995213727477	0.764762825042316	0.350231427605917	0.894225060027193	2.20911596393591e-06	0.00308676617760817
BRCA	GPS2	0	0	0	0	4	0	0	0	220.74739255712	0.557564984213232	0.813844888870038	0.820491350234234	2.65594371703809e-07	0.764762825042316	0.944948821826408	0.961595521086236	3.56059246486851e-06	0.00464348731985051
BRCA	SHISA4	1	0	1	1	1	0	165.028253749769	165.028253749769	91.4206373216357	0.602152412694025	8.3008261306472e-05	0.000350111227159	0.0107836214761706	0.764762825042316	0.202975950959651	0.489205416120311	5.09196717168869e-05	0.0622556636328589
BRCA	NCOR1	1	3	4	0	3	1.63995455414598	16.7684306964788	16.7684306964788	22.2465622978499	0.534354702564987	0.000502267003388734	0.00224537119950352	0.00266678177690543	0.764762825042316	0.720187081941575	0.961595521086236	7.79971872884033e-05	0.0897518222197498
