tumor	gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	pglobal_cv	qglobal_cv
BRCA	TP53	1	18	7	1	10	72.4082467827435	298.023572848769	298.023572848769	545.678908930399	0	4.44089209850063e-16	0	2.98947785558171e-17	0	4.34363656154346e-12	0	0	0
BRCA	PIK3CA	0	53	0	0	1	109.415916835363	0	0	20.1120196556199	0	0.705160110787576	0	0.0469836336724188	0	0.954690682058144	0	0	0
BRCA	CDH1	0	5	7	2	22	11.8182006786694	242.148361559293	242.148361559293	523.223980377068	0.000637727705724012	2.22044604925031e-16	2.22044604925031e-16	4.25259686337069e-29	0.781088993218164	4.34363656154346e-12	1.44787885384782e-12	0	0
BRCA	MAP3K1	2	7	5	2	13	6.34075924682512	58.2765539934355	58.2765539934355	184.730163353701	0.00158357482429938	1.15225073926695e-09	9.81427383806022e-10	6.67907180382764e-15	0.781088993218164	7.51344298718e-06	4.79967062050335e-06	0	0
BRCA	GATA3	1	1	0	0	10	3.92701518428035	0	0	483.140427232757	0.286287243256131	0.85479583528648	0.555551343881238	9.7948093891914e-17	0.781088993218164	0.954690682058144	0.972621889370577	2.1094237467878e-15	8.25290946693258e-12
BRCA	RUNX1	0	2	2	0	4	8.18117863122568	89.7726924944575	89.7726924944575	178.7920915747	0.0403829836659974	0.000292259172957721	0.000311112415743109	4.09786605174372e-07	0.781088993218164	0.671021472927958	0.434712934054764	3.03208569363278e-09	9.88561005647407e-06
BRCA	TBX3	0	3	0	0	6	8.19832169157347	0	0	173.385072676272	0.0150209088894943	0.83685065978769	0.0501796894137687	3.99614458070209e-09	0.781088993218164	0.954690682058144	0.972621889370577	4.67827132588639e-09	1.30737633824271e-05
BRCA	FOXA1	0	6	0	0	3	25.1700999535868	0	0	136.36204447267	4.22865899452063e-06	0.892383212344627	2.48691217795693e-05	1.42221946116633e-05	0.0275736757502708	0.954690682058144	0.0810816267086559	8.05097999379001e-09	1.9686658829815e-05
BRCA	PTEN	0	2	2	0	3	10.0642640575793	87.4588401101559	87.4588401101559	159.651601573201	0.026906930664745	0.000308720644941807	0.000236709439791039	8.9674382460613e-06	0.781088993218164	0.671021472927958	0.370362341333265	4.45137900983994e-08	9.67531957672099e-05
BRCA	ARID1A	0	3	4	0	4	3.13121253293054	42.9964223992179	42.9964223992179	37.6198582884649	0.160534875183355	1.20927080653477e-05	5.78849892964861e-05	0.000140665082074587	0.781088993218164	0.0591393887935828	0.161763737231123	1.59804154908905e-07	0.000312608887832799
BRCA	CBFB	0	3	1	1	0	27.3244904797813	166.231915614109	166.231915614109	0	0.00046275557302411	8.02588858371811e-05	2.33391266801775e-06	1	0.781088993218164	0.224289189249562	0.00913119992235263	3.26000091578349e-05	0.0579746708314151
