tumor	gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	pglobal_cv	qglobal_cv
LUAD	TP53	2	43	13	4	10	29.6814521625347	90.8283320846932	90.8283320846932	163.67132656715	2.33146835171283e-15	0	0	2.49180358662889e-13	4.56081838962064e-11	0	0	0	0
LUAD	STK11	0	3	1	5	3	33.2217665831556	563.961211109194	563.961211109194	44.5759235028505	0.036223947645463	5.12807043495656e-08	3.33347159431341e-07	0.000232877930195719	0.704082808345571	0.000501576569243101	0.00326046856639794	1.88476523277359e-09	1.84348887417585e-05
LUAD	EGFR	1	18	0	0	7	12.1325924828917	0	0	37.2754350678942	0.000216000348622569	0.534852794001751	0.000243107123896857	1.92184929103858e-06	0.136303187734023	0.958818464701959	0.182910059910397	1.05049756671249e-08	6.8499444666766e-05
LUAD	MGA	1	7	8	0	7	2.81138707040022	27.3298227226087	27.3298227226087	14.7229458144879	0.251608917726183	1.32394843254113e-05	1.94019408068513e-05	0.000300881789393909	0.872255100745892	0.067129745820486	0.0421711962292917	1.16514062620254e-07	0.000569812023244354
LUAD	CDH10	4	26	3	0	4	5.97236353084717	5.87115629685572	5.87115629685572	32.6927770177222	4.72651046186101e-05	0.0339534804581322	0.000188147076224277	0.000126061551041266	0.0660428554678036	0.958818464701959	0.151100032287924	4.4013764588513e-07	0.00149383285709281
LUAD	RB1	0	0	2	2	4	0	144.234900844744	144.234900844744	27.7659860785606	0.657469241418731	0.000354109044133577	0.000109863127799148	0.000225255208111664	0.889280317622576	0.432942570083815	0.126050604257001	4.58184088669711e-07	0.00149383285709281
LUAD	NF1	2	7	5	1	9	1.61740402189938	9.64206397346365	9.64206397346365	20.4358635213772	0.52262195555083	0.00196684468583619	0.00419935681814754	1.77596230269267e-05	0.889280317622576	0.958818464701959	0.590991496953972	1.2985252152431e-06	0.00362882146579792
LUAD	REG3A	1	5	0	0	3	13.7510586217609	0	0	109.920175001347	0.00285664301671607	0.744509067314962	0.00939384099020035	1.73178223095391e-05	0.327255400881103	0.958818464701959	0.720412514489868	2.70562287429943e-06	0.00661592433338068
LUAD	ZIC1	0	14	0	0	1	145.407006784757	0	0	14.3943086311288	2.11914189873763e-06	0.90734614152099	8.53474048101432e-06	0.0651044638514313	0.0128091820523777	0.958818464701959	0.0333913186579204	8.55874337357676e-06	0.0186029042082121
LUAD	CDH12	1	21	0	0	1	17.6457748840187	0	0	8.11150976949145	5.29339304844445e-06	0.599601843021608	8.12880985745501e-06	0.110160198546485	0.0129436693517088	0.958818464701959	0.0333913186579204	1.33657292135103e-05	0.0259628302361391
LUAD	ARID2	0	3	6	0	2	13.0409960699357	201.822796164911	201.822796164911	7.02467349318704	0.172569472757673	1.37265608466386e-05	2.17345763046106e-05	0.0483407715852461	0.871173115207099	0.067129745820486	0.0422622546348613	1.5514227434954e-05	0.0259628302361391
LUAD	KRAS	0	10	0	0	0	237.403871000271	0	0	0	2.33619441014632e-07	0.91103533102124	1.08064453296919e-06	1	0.00228503175256412	0.958818464701959	0.00704652278464775	1.59264882340082e-05	0.0259628302361391
LUAD	OR8H3	0	8	1	0	1	129.548654305447	273.866329636554	273.866329636554	20.6027165071748	4.09769196114684e-05	0.0114721223820751	8.37709656309471e-05	0.0463647410967129	0.0660428554678036	0.958818464701959	0.124374865044482	5.22736155792458e-05	0.0755341505826668
LUAD	OR10G8	1	8	0	0	2	14.8818460185724	0	0	41.3375017099083	0.000490514363008177	0.807392240771588	0.00195149576276132	0.00206376842243223	0.187073738823165	0.958818464701959	0.42620757263055	5.40577705836487e-05	0.0755341505826668
LUAD	SETD2	0	4	3	1	5	14.5820691301407	111.993037918738	111.993037918738	12.5704683562294	0.135328794353381	0.000842075675944631	0.00282811348833545	0.00166485451679073	0.84602349074704	0.642282731186606	0.502941418716528	6.24623686124037e-05	0.0783226805369872
LUAD	ZFP36L1	0	1	2	0	2	12.8186299555965	421.789003245727	421.789003245727	38.0451343170838	0.25942387537048	0.000430401330307251	0.0020012602356847	0.00241791584114046	0.872255100745892	0.467750601303913	0.42620757263055	6.40610821281973e-05	0.0783226805369872
LUAD	OR5J2	1	4	2	0	2	7.78119895824623	51.9610023556546	51.9610023556546	41.2054330143495	0.0295275093759921	0.00191158202768238	0.00299620577929161	0.00207643163448201	0.669202759023129	0.958818464701959	0.518688296057543	8.0800726886876e-05	0.0929778717271217
